55	18	77	88
52	89	44	67
90	39	92	17
91	33	44	38
57	36	20	60
14	22	36	76
20	26	13	35
33	34	93	99
52	72	68	82
52	55	46	88
26	13	94	76
71	44	51	17
75	82	28	63
93	54	19	26
60	69	13	37
74	90	64	48
17	47	44	41
63	74	92	77
25	75	50	46
64	19	36	87
95	75	70	63
90	40	98	11
60	31	49	62
19	48	53	61
57	86	17	19
47	86	56	70
55	24	85	90
39	49	26	69
86	10	95	79
35	51	42	94
64	44	17	76
77	95	16	79
55	90	27	60
71	89	39	59
32	13	55	58
20	20	96	93
32	82	10	10
32	20	19	45
40	91	70	10
11	51	81	50
29	61	46	41
36	76	40	87
49	85	20	41
25	29	97	13
65	17	70	18
84	27	47	44
96	55	96	53
49	94	19	79
78	86	74	67
85	44	33	40
74	67	41	81
90	59	54	75
35	69	92	42
56	39	65	26
46	19	47	99
68	32	70	76
18	98	52	20
91	91	10	23
32	56	55	13
87	52	82	73
46	53	92	61
89	53	24	90
53	59	52	98
37	66	94	66
52	47	67	86
95	53	56	98
58	61	37	87
61	82	44	86
14	24	38	12
87	80	50	27
39	22	72	96
52	41	28	82
29	45	97	14
33	37	47	44
13	52	93	80
90	63	48	67
80	21	36	66
58	19	30	35
12	36	64	35
62	19	94	77
97	85	77	20
50	60	56	89
71	15	89	25
68	95	15	93
46	77	76	30
25	80	86	37
91	44	24	78
17	91	51	18
23	31	45	56
78	58	54	83
61	76	28	51
58	89	71	57
38	79	16	82
57	58	30	59
61	35	53	57
19	46	84	26
82	62	89	46
30	24	19	66
33	22	77	30
15	44	24	67
10	41	62	57
55	49	63	44
19	10	46	83
58	96	48	15
46	23	54	74
17	97	37	64
35	96	26	42
89	16	47	55
37	53	18	74
74	72	44	44
64	99	28	30
95	70	94	55
61	51	49	77
30	64	40	63
42	38	15	85
76	40	48	36
14	97	15	93
75	31	76	19
82	88	85	26
44	23	55	33
79	52	86	49
99	73	71	71
45	47	90	97
86	17	11	32
85	86	28	73
64	46	63	19
88	54	41	15
25	97	74	23
19	75	46	36
73	29	29	46
54	25	85	84
33	72	16	65
71	11	20	89
18	58	26	28
50	23	28	29
43	26	26	83
30	49	31	91
17	56	41	55
91	77	11	39
26	95	68	84
38	68	49	94
42	99	17	60
42	86	87	68
83	27	72	41
30	53	59	63
66	38	31	77
41	44	53	92
60	69	97	81
67	56	54	77
53	33	83	81
12	58	83	39
10	58	93	39
84	21	35	95
79	27	94	22
57	55	80	70
60	79	13	87
41	80	99	45
82	82	86	52
37	48	52	61
41	21	33	34
53	25	38	47
99	69	43	83
45	64	52	16
66	73	17	81
61	80	48	27
54	20	96	68
40	55	68	53
55	62	95	73
27	72	65	57
50	68	90	90
18	81	35	32
96	46	63	90
47	38	16	15
93	35	35	33
54	15	98	94
93	57	40	54
82	30	49	69
47	33	32	69
95	78	21	98
38	38	21	86
91	40	61	58
18	56	25	15
90	98	71	30
73	49	56	18
95	71	91	44
14	88	65	23
26	40	94	83
48	51	58	71
79	99	23	77
59	31	42	39
19	26	23	17
39	96	25	68
26	53	68	72
37	30	25	77
82	49	60	83
40	66	58	91
12	81	96	98
86	14	82	89
62	11	57	75
93	94	44	58
77	48	34	39
41	40	33	85
78	53	42	63
53	45	90	26
63	55	59	27
94	23	89	12
91	39	56	45
52	37	50	94
97	45	45	56
59	13	64	90
48	77	31	61
44	72	76	63
59	96	50	34
81	28	25	14
18	39	55	19
36	90	14	70
39	99	31	46
21	17	63	84
46	49	10	94
65	28	49	88
57	96	14	50
54	58	24	33
11	99	84	94
43	90	85	18
33	34	85	58
85	58	12	33
49	35	71	76
46	99	22	64
38	52	66	86
65	46	94	23
96	29	56	12
93	25	39	39
46	89	97	46
94	98	84	54
58	65	35	12
88	27	74	67
46	39	86	35
89	36	47	33
42	72	43	19
47	14	84	51
85	93	97	58
64	45	88	85
48	51	30	82
57	88	30	37
88	14	82	63
19	38	40	16
98	35	34	77
73	64	57	46
11	20	15	59
41	13	75	85
75	18	77	18
75	89	36	12
46	42	25	66
60	94	49	62
41	11	66	17
13	73	19	25
65	93	39	52
84	94	24	40
79	97	90	20
94	10	68	39
97	29	36	32
57	51	29	16
25	74	32	99
52	90	34	75
78	97	57	85
10	20	71	96
12	83	43	25
12	70	10	30
43	45	40	59
60	68	79	80
89	48	75	68
56	13	92	86
49	28	29	45
15	98	15	53
43	73	44	58
76	58	17	57
14	62	54	23
75	31	27	54
44	51	21	68
93	46	91	54
87	58	84	15
95	24	72	86
71	64	20	41
53	11	47	84
54	35	37	86
17	32	36	17
69	73	60	97
26	18	57	26
29	96	28	10
95	31	68	90
67	74	86	49
69	46	95	71
50	33	58	37
68	16	10	38
27	10	81	92
33	45	89	98
14	58	20	66
61	24	48	67
67	33	92	48
91	33	75	91
53	72	65	64
47	49	56	58
81	56	31	18
99	49	35	10
84	76	97	72
32	83	94	35
79	85	69	62
55	67	69	99
97	44	19	74
88	68	97	54
41	60	54	58
34	29	38	22
61	83	60	76
17	88	46	35
21	24	40	78
88	34	98	78
68	15	25	61
43	36	85	70
51	44	52	70
68	80	34	27
23	58	51	42
50	15	12	61
99	14	10	87
92	30	35	90
95	75	95	67
26	73	25	81
52	99	81	39
90	47	10	90
60	82	66	92
63	39	40	35
51	39	65	86
14	12	51	84
66	72	22	36
46	72	93	70
68	90	52	86
55	26	33	42
52	73	70	67
22	68	25	38
74	61	86	81
62	54	57	76
70	45	52	16
85	93	19	38
70	11	26	46
77	29	70	78
56	82	55	62
14	48	28	78
24	37	96	25
26	45	90	99
95	68	22	77
14	13	35	64
37	40	82	50
46	98	87	96
69	98	38	69
63	60	56	94
45	11	22	88
25	43	84	38
49	48	22	24
42	30	56	73
43	86	71	77
75	35	72	62
59	44	56	36
33	56	51	56
74	65	15	23
70	56	81	64
65	77	69	26
13	51	28	90
74	20	49	68
38	18	40	86
41	39	71	94
43	78	36	99
30	40	15	56
12	94	32	11
33	61	68	37
49	55	64	90
70	46	34	73
98	74	34	81
49	95	79	74
94	21	37	52
35	65	62	99
77	76	26	94
39	33	30	20
43	38	12	58
10	90	60	48
77	28	74	53
32	21	44	82
74	37	70	71
62	66	53	69
76	25	62	38
58	21	30	14
63	67	66	29
98	77	36	55
45	25	42	79
80	42	16	41
58	50	83	33
31	29	57	79
47	16	54	99
86	38	42	73
31	50	19	17
27	27	77	10
52	31	85	86
48	52	79	96
40	59	73	43
72	88	17	38
33	63	49	90
69	59	15	37
78	76	87	78
46	27	88	55
18	29	91	93
80	60	46	60
16	47	37	14
25	60	37	95
88	21	94	14
26	63	31	26
44	69	84	54
42	77	57	87
93	10	43	99
36	24	47	53
19	81	15	96
38	81	48	86
99	37	48	83
23	47	94	96
89	14	48	14
79	69	36	48
91	61	83	27
66	49	26	21
62	73	56	95
13	31	54	15
93	17	61	97
78	61	50	12
88	71	73	10
11	38	25	83
20	58	78	44
96	38	73	16
86	85	11	28
93	16	95	42
35	62	44	92
79	59	67	18
14	48	66	35
33	18	51	30
77	83	44	52
38	19	53	77
53	63	24	47
73	12	51	49
96	38	59	20
12	10	86	75
49	72	91	38
90	92	63	69
35	19	45	83
77	64	14	22
51	10	47	28
25	21	78	25
92	54	23	58
52	10	55	12
88	82	40	38
35	24	88	10
25	51	54	22
10	13	75	53
32	12	78	76
94	23	56	56
79	26	97	92
43	61	56	63
15	98	60	49
24	29	50	65
73	91	80	36
68	28	12	26
21	78	87	80
28	18	45	23
21	53	51	93
75	10	85	21
39	23	16	25
63	68	60	72
81	13	67	40
95	43	28	40
15	93	19	96
49	79	65	40
99	76	96	14
27	23	46	41
75	61	21	65
54	40	33	63
38	78	20	23
24	21	51	91
18	52	80	35
27	11	43	12
90	10	93	35
81	75	94	31
30	32	23	99
49	80	45	83
53	79	60	14
82	38	68	41
93	83	18	42
36	67	78	80
99	64	99	52
92	27	10	71
85	22	65	74
90	74	76	40
62	37	42	83
84	55	75	29
26	69	92	76
28	80	32	37
52	47	35	47
87	52	75	67
57	23	36	61
84	40	22	13
50	14	49	12
19	19	20	90
38	39	51	65
45	13	45	86
39	36	84	45
88	73	34	20
80	92	29	74
50	49	10	74
11	30	85	45
26	98	17	91
40	44	10	59
85	54	20	14
95	16	65	61
72	48	38	48
79	97	66	85
40	52	30	76
25	28	54	32
18	67	79	91
78	54	72	44
40	92	88	90
78	65	29	65
45	74	86	37
38	81	61	46
73	72	54	66
87	73	93	97
95	43	48	20
32	66	50	33
18	64	38	24
30	84	81	54
97	71	19	51
19	70	13	22
72	95	66	73
87	38	66	26
67	30	33	13
57	54	89	18
40	52	91	96
50	25	94	28
97	75	59	82
72	53	51	95
42	39	25	33
58	60	85	41
76	34	72	80
67	30	43	82
29	26	91	30
72	60	10	32
49	44	57	87
84	33	61	66
31	47	36	30
82	13	24	93
70	33	44	24
19	52	66	36
67	39	82	32
90	24	96	94
89	99	17	18
51	94	14	92
97	12	51	67
27	75	28	44
20	18	60	66
36	49	12	89
19	99	11	50
85	75	25	35
33	82	42	67
58	18	80	88
91	16	77	62
71	17	38	57
56	60	41	26
39	96	86	55
66	69	15	73
44	74	67	96
82	49	78	20
77	51	91	89
66	63	57	87
74	84	62	85
96	84	74	86
21	63	45	59
41	62	11	24
18	25	44	20
14	88	57	37
84	72	73	24
66	93	15	15
98	60	25	77
47	71	50	65
54	98	66	26
99	75	76	15
81	31	83	30
12	98	47	28
14	90	16	67
63	90	47	45
15	43	23	16
16	34	93	20
86	50	10	96
32	51	41	97
90	91	95	51
22	84	91	86
63	15	45	88
94	76	84	46
97	82	94	46
46	84	94	84
55	52	79	60
89	55	24	58
60	16	30	65
99	11	50	54
16	80	29	13
81	22	53	22
74	30	14	23
14	60	44	93
58	34	36	44
45	10	23	14
82	82	87	83
28	48	81	83
29	70	65	11
41	81	17	65
65	97	56	20
25	80	42	74
38	50	75	29
15	98	39	35
93	93	25	56
85	21	11	97
44	82	85	98
43	83	39	95
57	33	60	34
86	67	36	81
66	14	61	46
43	91	22	49
75	68	16	46
15	18	74	35
16	71	14	53
75	81	97	78
24	28	44	20
97	81	17	72
23	62	23	86
17	78	29	43
81	17	70	57
49	86	75	16
69	81	71	17
46	26	76	27
90	86	92	76
28	69	87	52
64	64	17	84
60	40	45	18
75	91	62	65
54	15	35	50
12	47	53	63
12	78	68	13
47	45	86	57
49	61	65	10
92	11	69	22
54	35	63	88
44	93	35	20
53	72	26	89
42	65	50	56
47	30	76	39
97	38	90	59
62	11	61	21
75	68	71	37
33	91	65	43
35	62	34	10
60	85	14	54
47	61	93	22
73	18	19	54
94	71	69	97
68	95	46	64
30	77	45	20
43	18	50	11
90	99	23	28
97	93	61	78
59	54	90	29
72	67	44	46
33	50	85	18
86	25	22	62
93	93	32	13
31	70	95	23
97	58	92	87
36	47	56	46
97	34	82	95
93	18	10	88
89	73	66	34
87	70	95	66
71	84	41	60
78	51	97	60
97	92	40	37
98	73	20	56
16	82	58	70
65	12	88	13
89	75	22	36
76	99	44	44
19	30	98	41
55	38	57	22
90	26	14	74
50	52	63	47
74	35	37	41
33	43	27	43
45	27	32	27
95	35	79	43
59	66	42	81
39	46	20	72
24	11	14	66
76	64	11	25
75	12	38	96
35	30	60	11
73	55	88	77
52	68	22	34
49	93	33	31
14	47	84	72
10	98	48	46
37	99	63	35
43	96	91	71
16	26	77	70
59	89	83	69
31	29	12	67
56	42	67	65
74	21	47	15
72	90	57	48
65	68	46	39
65	74	51	41
73	98	53	69
99	70	62	35
48	65	33	93
67	78	58	15
76	52	29	50
11	95	53	69
47	29	24	75
55	69	72	92
41	58	42	14
29	96	34	61
50	99	66	93
53	72	40	66
29	56	79	30
73	45	92	44
87	37	41	91
54	65	17	95
31	20	74	10
22	81	23	59
72	64	58	23
60	73	72	41
42	19	57	20
73	85	62	50
11	79	22	20
72	53	39	20
82	37	27	30
27	90	63	68
43	63	83	79
99	76	83	18
65	64	12	12
50	98	72	55
60	30	71	31
67	42	20	59
14	26	50	15
61	87	20	45
51	39	10	80
76	21	60	31
18	77	97	39
63	83	97	73
76	24	25	19
21	66	95	86
46	26	45	66
61	97	27	69
95	56	40	97
79	65	66	77
34	75	25	39
96	85	51	44
92	54	50	35
98	95	87	62
35	16	30	29
52	49	40	75
21	66	41	14
89	84	69	87
54	46	78	72
44	93	72	49
82	84	51	43
55	99	30	89
74	67	73	71
76	42	30	93
98	32	52	96
95	33	21	10
95	50	83	58
17	11	32	76
61	20	52	37
68	32	14	73
80	66	29	18
74	77	85	35
83	81	17	18
12	92	49	45
56	54	15	94
11	24	70	56
58	55	41	30
25	52	92	23
18	60	74	72
62	62	76	41
29	77	89	24
70	51	33	99
19	96	71	97
53	57	65	44
54	45	59	26
10	65	32	71
48	85	26	43
66	75	61	80
53	29	41	51
13	26	86	28
65	21	59	11
74	56	85	17
41	11	22	66
22	18	63	94
77	88	12	37
84	57	62	43
24	56	69	42
25	35	70	46
99	80	31	70
65	19	99	61
10	32	68	25
95	97	54	70
58	38	52	50
68	24	44	49
30	16	11	61
85	49	26	49
96	13	69	31
37	32	39	85
67	53	12	91
40	94	31	55
29	22	95	24
11	10	39	48
73	75	45	89
98	16	80	25
10	86	83	60
85	16	54	34
71	99	92	34
29	18	14	33
97	61	55	37
23	78	90	12
16	72	19	86
39	50	34	72
86	53	96	17
78	12	55	20
91	35	85	74
65	83	96	68
31	16	87	55
68	55	39	12
33	65	58	49
14	24	39	88
46	22	24	80
22	55	16	68
33	97	29	31
91	23	47	29
25	22	73	21
18	98	94	98
90	39	64	73
65	62	79	22
63	73	57	13
76	42	79	89
26	66	88	83
21	52	28	84
80	99	91	57
77	62	77	69
65	18	52	26
67	63	36	60
30	81	54	37
93	63	59	25
81	62	17	12
36	19	63	95
72	56	57	30
64	78	81	35
26	23	49	49
95	60	81	53
28	13	24	12
96	50	15	95
78	86	72	66
68	58	70	19
81	17	13	21
93	71	14	86
34	91	38	24
27	66	21	72
43	35	14	34
11	90	28	18
15	14	67	20
15	18	80	87
58	57	83	90
96	35	38	11
56	48	95	88
34	43	40	99
36	71	65	65
62	29	60	69
88	38	73	38
56	76	97	77
90	14	36	73
21	39	19	16
89	14	19	82
42	65	57	99
79	65	34	61
21	91	32	90
32	42	72	86
93	93	48	13
30	52	37	90
31	24	64	49
81	32	64	22
83	59	84	84
49	50	26	57
70	75	43	68
96	40	74	88
70	76	39	37
92	82	47	64
44	46	91	92
64	38	46	52
60	53	68	67
18	54	62	67
30	68	74	71
75	36	86	89
29	56	74	48
44	11	49	32
50	15	48	26
95	90	86	94
51	13	33	23
49	74	61	57
31	90	89	39
66	53	49	39
82	54	22	39
95	34	91	14
15	10	92	78
86	26	54	32
27	97	19	91
97	73	23	29
84	11	61	17
19	43	33	91
32	76	33	27
72	68	43	70
51	67	63	72
55	60	29	39
57	61	87	48
10	17	79	34
72	85	32	87
89	44	22	45
33	23	71	46
74	96	27	56
62	75	18	80
42	20	10	22
37	84	21	56
75	76	86	16
54	97	28	89
15	57	75	41
36	78	21	99
82	58	36	19
16	54	46	33
71	48	46	22
69	71	35	38
64	85	67	82
76	26	21	20
69	22	97	36
68	46	46	71
29	52	34	41
12	41	63	40
71	48	69	90
34	21	60	36
62	77	13	44
46	91	45	20
98	87	44	45
65	34	36	27
10	35	38	66
70	23	50	76
75	12	38	63
41	62	40	92
17	71	85	39
63	92	74	47
73	23	18	91
91	88	90	83
99	76	60	78
78	79	83	52
86	95	35	72
86	73	12	63
19	84	97	76
58	11	65	64
18	25	95	41
59	93	44	25
38	27	87	64
59	33	94	42
39	59	20	58
21	68	95	55
20	18	12	96
36	83	70	57
96	18	65	68
76	19	67	70
53	31	67	93
73	86	74	48
84	43	39	70
97	18	60	87
67	15	73	66
34	71	23	57
28	85	52	66
50	79	46	36
28	40	61	60
55	36	82	18
30	51	97	96
54	95	20	28
21	79	95	30
30	25	74	29
34	77	38	30
97	15	73	23
43	86	29	78
65	19	29	96
34	74	25	72
61	53	16	84
45	45	14	37
12	75	45	25
63	35	28	46
76	24	85	65
50	94	27	78
16	93	50	69
30	52	89	40
70	76	35	97
65	66	77	95
68	40	83	57
93	80	93	18
71	17	50	24
32	73	62	45
99	75	35	89
23	27	71	31
11	30	93	27
25	12	71	96
69	35	96	42
31	16	89	56
42	84	69	24
56	82	20	76
83	46	37	30
47	46	54	50
91	31	29	79
89	59	15	89
18	62	11	88
37	43	14	76
60	23	37	71
37	93	70	18
39	20	64	88
45	32	23	50
10	76	71	12
20	68	64	71
42	79	71	77
34	27	74	58
56	64	56	57
27	80	51	45
84	89	10	95
61	36	81	31
69	91	72	70
54	23	93	54
64	44	72	18
10	67	45	21
52	60	45	12
39	48	26	40
70	67	66	43
18	49	43	98
27	20	38	14
44	35	54	22
68	24	27	97
12	51	45	73
19	91	15	58
33	28	38	87
76	18	56	13
69	35	86	60
47	37	10	39
46	39	51	44
22	74	17	73
19	33	78	55
17	56	38	29
73	81	49	11
18	54	36	74
14	61	97	11
88	50	12	92
48	45	90	30
96	92	77	50
71	74	49	75
41	97	44	92
97	32	67	79
50	70	32	22
28	82	39	19
56	55	17	56
62	47	81	62
54	76	48	81
84	45	19	65
23	67	45	15
24	30	19	39
54	69	33	79
90	89	91	90
96	36	72	80
54	80	84	25
27	57	61	57
30	31	69	69
76	51	14	14
36	35	67	74
29	14	84	82
55	36	64	85
36	84	72	19
79	74	11	92
30	91	45	72
82	21	84	62
36	56	20	13
22	96	82	39
33	93	26	13
30	49	31	45
34	78	55	42
88	73	39	31
23	21	23	25
70	92	39	91
31	89	88	46
66	34	13	34
36	64	36	38
37	16	78	25
65	21	78	24
75	59	88	61
49	11	43	25
69	26	80	44
55	20	91	69
14	61	41	45
14	94	85	29
26	78	37	10
90	38	51	39
62	73	51	77
67	76	91	46
97	10	70	19
91	83	21	66
24	44	66	49
41	89	85	43
24	73	28	47
99	17	98	61
70	76	35	43
90	70	62	85
67	75	42	17
34	20	74	14
30	69	96	69
10	48	31	51
54	15	56	34
38	62	74	14
93	69	23	43
69	21	98	42
49	75	88	28
65	23	82	81
76	50	84	61
52	34	76	92
53	93	34	54
69	38	44	54
68	80	21	56
33	13	10	40
92	28	59	52
60	94	62	99
11	72	59	63
35	57	67	58
93	74	46	58
12	42	68	14
18	92	62	19
53	32	58	14
81	73	64	65
52	83	75	91
83	96	60	49
66	48	91	16
60	96	77	49
10	39	97	99
51	49	66	19
32	43	98	97
99	98	20	20
80	17	42	46
36	61	90	42
79	56	88	81
83	48	98	72
54	72	92	51
67	35	44	61
53	57	69	68
90	70	99	25
61	41	47	36
58	48	88	39
90	66	38	66
18	46	88	23
37	39	33	59
89	68	56	62
89	21	27	77
75	99	14	62
13	43	26	51
27	74	77	96
59	36	43	84
71	39	94	55
35	91	83	29
92	68	68	52
74	63	49	63
36	18	39	85
23	88	33	89
35	16	76	58
62	60	25	52
60	90	13	43
85	53	30	14
68	83	61	53
85	10	99	74
15	99	29	43
51	65	83	24
79	17	91	40
69	15	66	84
27	41	57	27
67	66	26	54
61	85	93	71
56	48	83	18
52	76	13	17
29	16	70	24
70	49	66	63
24	10	25	78
58	46	41	90
33	45	90	33
86	75	11	48
85	69	90	20
80	60	22	26
92	98	22	12
99	34	52	59
94	17	58	75
26	37	93	86
76	16	72	37
13	25	91	94
57	47	78	42
11	20	36	81
13	22	68	55
87	24	88	83
65	42	74	23
17	46	11	34
57	71	29	12
62	30	35	69
15	62	50	23
13	71	34	37
33	42	94	58
15	11	14	56
75	92	88	56
71	97	10	59
86	76	59	38
71	11	24	93
15	94	77	95
12	59	89	92
28	39	32	24
93	31	95	21
64	49	22	38
73	58	78	69
39	59	39	27
86	64	65	84
91	51	25	46
70	34	32	93
97	97	90	51
61	13	91	15
67	36	43	49
64	97	81	78
74	49	61	35
84	59	49	89
42	59	54	81
28	47	27	29
94	96	37	25
12	82	71	77
13	72	81	11
17	54	96	76
91	41	22	49
43	33	16	30
52	75	45	12
41	68	27	35
91	88	84	81
85	26	79	92
41	98	51	22
24	67	58	85
25	20	96	37
58	23	75	65
37	82	21	70
94	59	91	52
96	54	89	55
42	19	53	35
20	25	50	71
45	20	89	38
17	28	91	83
99	33	46	84
93	16	41	40
66	59	71	96
95	69	41	90
97	45	81	49
15	44	74	30
64	78	44	76
18	85	23	82
82	75	52	29
81	26	70	45
